"Country","Year","Status","Life.expectancy","Adult.Mortality","infant.deaths","Alcohol","percentage.expenditure","Hepatitis.B","Measles","BMI","under.five.deaths","Polio","Total.expenditure","Diphtheria","HIV.AIDS","thinness..1.19.years","thinness.5.9.years","Income.composition.of.resources","Schooling","Population","GDP"
"Malaysia",2010,"Developing",74.1,131,3,0.49,65.56659662,96,73,35.3,4,96,3.99,96,0.1,8.2,8,0.764,12.8,28717731,8880.14604
"Malaysia",2009,"Developing",74,131,3,0.47,431.5452472,96,153,34.4,4,97,3.97,97,0.1,8.3,8.2,0.756,12.6,28217204,7167.877376
"Malaysia",2008,"Developing",73.8,132,3,0.47,438.4519214,97,334,33.4,4,97,3.47,97,0.1,8.5,8.3,0.747,12.5,27664296,8343.302548
"Malaysia",2007,"Developing",73.7,133,3,0.43,409.9812523,96,394,32.5,4,97,3.61,97,0.1,8.7,8.5,0.736,12.3,27092604,7143.999446
"Malaysia",2006,"Developing",73.6,134,3,0.42,365.9113978,95,564,31.6,4,95,3.65,95,0.1,8.8,8.6,0.732,12.7,26509413,6137.15061
"Malaysia",2005,"Developing",73.4,135,3,0.46,297.5913833,96,1407,3.7,4,96,3.29,96,0.1,9,8.8,0.734,12.9,25923536,5536.83797
"Malaysia",2004,"Developing",73.2,137,3,0.49,315.6639322,94,5729,29.8,4,95,3.74,95,0.1,9.2,8.9,0.731,12.7,25333247,4924.338111
"Malaysia",2003,"Developing",73.1,138,3,0.48,264.2496129,95,632,28.8,4,96,3.95,96,0.1,9.3,9.1,0.724,12.1,24739411,4454.526764
"Malaysia",2002,"Developing",72.9,14,4,0.49,216.7029481,95,408,27.9,4,94,3.4,94,0.1,9.5,9.3,0.723,12,24142445,4177.104942
"Malaysia",2001,"Developing",72.7,144,4,0.53,210.2417002,95,2198,27,5,95,3.4,96,0.1,9.7,9.4,0.725,11.9,23542517,3941.122666
"Malaysia",2000,"Developing",72.4,149,4,0.54,23.37167228,97,6187,26,5,98,3.4,98,0.1,9.8,9.6,0.715,11.6,22945150,4087.562593
"Maldives",2015,"Developing",78.5,61,0,1.75,0,99,0,27.4,0,99,8,99,0.1,13.6,13.6,0.701,12.7,435582,9434.31191
"Maldives",2014,"Developing",78.2,62,0,0.01,2051.748615,99,0,26.2,0,99,13.73,99,0.1,13.6,13.7,0.693,12.7,416738,8872.128664
"Maldives",2013,"Developing",77.9,64,0,0.01,1626.591186,99,0,25.1,0,99,11.16,99,0.1,13.7,13.8,0.683,12.4,400728,8222.558022
"Maldives",2012,"Developing",77.6,65,0,0.01,1259.940376,99,0,24.1,0,99,9.16,99,0.1,13.8,13.9,0.675,12.1,387539,7447.415454
"Maldives",2011,"Developing",77.3,67,0,1.92,1079.893546,96,0,23.1,0,96,8.11,96,0.1,13.9,14,0.663,11.8,374440,7409.331704
"Maldives",2010,"Developing",76.7,73,0,1.83,91.13971812,97,0,22.1,0,97,7.93,96,0.1,14,14.1,0.653,11.6,361575,7158.061411
"Maldives",2009,"Developing",76.3,75,0,1.59,100.503021,98,6,21.2,0,98,9.22,98,0.1,14.1,14.2,0.651,11.8,349037,6719.330257
"Maldives",2008,"Developing",75.9,81,0,1.76,1077.712092,98,0,2.3,0,98,9.3,98,0.1,14.2,14.3,0.641,11.8,336883,6743.130961
"Maldives",2007,"Developing",75.4,82,0,1.78,6.491488598,98,20,19.5,0,98,6.64,98,0.1,14.3,14.4,0.632,11.9,325126,5746.644258
"Maldives",2006,"Developing",75,88,0,1.62,659.8499118,98,47,18.7,0,98,7.37,98,0.1,14.3,14.5,0.622,12,314401,5010.163424
"Maldives",2005,"Developing",74.3,93,0,1.47,620.9518909,98,1395,18,0,98,9.52,98,0.1,14.4,14.5,0.625,12.1,307018,3789.232024
"Maldives",2004,"Developing",73.4,16,0,1.6,611.9093566,97,37,17.3,0,96,5.89,96,0.1,14.5,14.6,0.617,12.2,302135,4060.534405
"Maldives",2003,"Developing",72.7,112,0,1.75,491.4978908,98,75,16.7,0,98,5.9,98,0.1,14.6,14.7,0.601,11.8,297226,3539.801547
"Maldives",2002,"Developing",71.8,124,0,1.95,4.299053392,98,926,16.2,0,98,5.78,98,0.1,14.6,14.7,0.597,12,292284,3069.039872
"Maldives",2001,"Developing",78,129,0,1.98,41.30688803,98,0,15.6,0,97,5.84,98,0.1,14.7,14.8,0.587,11.8,287324,3028.050748
"Maldives",2000,"Developing",69.6,139,0,1.83,300.1621026,96,20,15.2,0,98,8,98,0.1,14.8,14.8,0.577,11.3,282507,2209.988231
"Mali",2015,"Developing",58.2,266,52,0.53,0,64,215,23.8,84,66,6.47,64,1.5,7.7,7.5,0.438,8.4,18112907,723.504205
"Mali",2014,"Developing",57.8,272,52,0.01,46.56231672,73,290,23.2,85,74,6.86,73,1.6,7.9,7.7,0.43,8.2,17551814,818.4303416
"Mali",2013,"Developing",57.3,275,53,0.01,36.86104319,69,221,22.5,86,7,6.58,69,1.6,8.1,7.9,0.421,8,17004033,778.797053
"Mali",2012,"Developing",57.2,27,53,0.01,96.5465827,66,341,21.9,88,72,6.47,66,1.5,8.3,8.1,0.411,7.7,16514687,753.3921368
"Mali",2011,"Developing",56.8,271,54,0.61,101.8113996,66,24,21.3,90,72,6.59,66,1.5,8.5,8.3,0.404,7.5,16039734,810.1825565
"Mali",2010,"Developing",56.5,273,54,0.6,9.585584394,72,1719,2.7,91,77,6.35,73,1.5,8.8,8.5,0.396,7.3,15529181,688.3278655
"Mali",2009,"Developing",56,276,55,0.59,84.63438925,71,2939,2.2,93,77,6.85,73,1.6,9,8.8,0.385,7.1,15032635,680.6499581
"Mali",2008,"Developing",55.5,278,55,0.57,102.1413744,74,98,19.6,94,74,6.74,74,1.6,9.2,9,0.36,5.8,14551117,676.1270005
"Mali",2007,"Developing",55,282,56,0.55,81.8405007,74,2,19,96,76,6.97,74,1.7,9.4,9.3,0.363,6.4,14080912,579.2571403
"Mali",2006,"Developing",54.3,288,57,0.53,67.70920683,9,128,18.5,98,79,6.56,78,1.8,9.7,9.5,0.35,6.1,13623541,506.9118388
"Mali",2005,"Developing",53.6,29,57,0.55,60.21211141,83,33,18,101,78,6.34,77,1.9,9.9,9.7,0.338,5.8,13180551,473.9950471
"Mali",2004,"Developing",52.8,296,58,0.49,57.11644801,73,172,17.5,103,7,6.28,69,2,1.1,1,0.333,5.5,12751995,427.7173197
"Mali",2003,"Developing",52,299,59,0.54,6.660451777,79,232,17,106,67,6.25,63,2.2,1.3,1.2,0.318,5.2,12342165,381.9485462
"Mali",2002,"Developing",51.2,31,60,0.53,3.67646576,72,717,16.5,108,65,6.32,61,2.3,1.5,1.5,0.308,4.9,11952660,326.9666593
"Mali",2001,"Developing",55,34,60,0.51,4.395885717,72,4464,16.1,110,56,6.39,49,2.4,1.8,1.7,0.297,4.6,11583824,299.4121752
"Mali",2000,"Developing",49.8,37,60,0.47,23.94507124,72,1578,15.6,111,53,6.29,43,2.5,11,1.9,0.291,4.4,11239101,263.4983842
"Malta",2015,"Developed",81.7,54,0,7.14,0,95,2,69.6,0,97,8.46,97,0.1,0.8,0.8,0.853,14.6,445053,24921.6779
"Malta",2014,"Developed",81.4,55,0,8.49,409.6000248,9,0,69.2,0,99,9.75,99,0.1,0.8,0.8,0.847,14.3,434558,26753.26013
"Malta",2013,"Developed",81.1,57,0,8.58,374.2947283,94,0,68.8,0,99,9.89,99,0.1,0.8,0.7,0.828,14.2,425967,24769.4496
"Malta",2012,"Developed",81,58,0,7.67,343.123395,93,0,68.4,0,99,9.95,99,0.1,0.8,0.7,0.821,14.1,420028,22526.65578
"Malta",2011,"Developed",87,59,0,6.91,3601.287457,82,3,68,0,96,9.6,96,0.1,0.8,0.7,0.826,14.8,416268,23155.11484
"Malta",2010,"Developed",83,62,0,7.91,278.0687051,75,0,67.6,0,76,8.3,76,0.1,0.8,0.7,0.819,14.6,414508,21798.90293
"Malta",2009,"Developed",82,63,0,7.38,335.5180568,86,1,67.1,0,73,8.33,73,0.1,0.8,0.7,0.815,14.4,412477,21083.12592
"Malta",2008,"Developed",80,64,0,7.14,2655.573684,86,1,66.6,0,72,8.15,72,0.1,0.7,0.7,0.813,14.6,409379,22205.28275
"Malta",2007,"Developed",79.6,65,0,7.45,2578.888314,82,2,66.1,0,76,8.36,74,0.1,0.7,0.7,0.808,14.4,406724,19485.95061
"Malta",2006,"Developed",79.3,66,0,8.84,2380.699796,86,1,65.6,0,83,8.93,85,0.1,0.7,0.7,0.809,14.8,405308,16723.87768
"Malta",2005,"Developed",79,67,0,6.41,2247.035692,85,6,65,0,94,8.83,92,0.1,0.7,0.7,0.805,14.8,403834,15866.14215
"Malta",2004,"Developed",78.7,69,0,6.53,203.3157499,85,4,64.5,0,89,8.46,89,0.1,0.7,0.7,0.797,14.2,401268,15243.15901
"Malta",2003,"Developed",78.5,71,0,6.7,1678.392773,89,4,63.9,0,94,8.6,94,0.1,0.7,0.7,0.79,13.8,398582,13772.22072
"Malta",2002,"Developed",78.2,75,0,5.73,1552.740429,86,7,63.4,0,95,7.86,95,0.1,0.7,0.7,0.786,13.8,395969,11853.18975
"Malta",2001,"Developed",77.8,79,0,5.62,130.0150391,86,2,62.8,0,95,7.11,95,0.1,0.7,0.7,0.783,13.7,393028,11081.00804
"Malta",2000,"Developed",77.5,8,0,5.59,134.3547253,86,2,62.3,0,94,6.83,94,0.1,0.8,0.7,0.779,13.8,390087,11083.0128
"Mauritania",2015,"Developing",63.1,25,8,0.01,0,73,1,3.8,12,67,3.77,73,0.9,7.8,7.5,0.513,8.5,3946220,1562.726853
"Mauritania",2014,"Developing",63,26,8,0.01,80.92679802,84,14,3.1,12,84,3.77,84,0.9,8,7.7,0.509,8.5,3843174,1715.388838
"Mauritania",2013,"Developing",62.7,28,8,0.01,8.88028118,8,62,29.4,12,8,3.63,8,1.1,8.1,7.9,0.501,8.2,3742959,1929.775661
"Mauritania",2012,"Developing",62.5,29,8,0.01,62.48419552,8,35,28.8,12,8,3.36,8,1.2,8.3,8.1,0.491,7.8,3636113,1850.384968
"Mauritania",2011,"Developing",62.2,212,8,0.01,79.27658464,75,234,28.1,12,73,2.87,75,1.2,8.5,8.3,0.487,7.7,3524249,1919.452248
"Mauritania",2010,"Developing",62,214,8,0.01,8.353074798,64,1292,27.4,12,52,3.28,64,1.2,8.7,8.5,0.484,7.6,3419461,1646.130447
"Mauritania",2009,"Developing",61.7,215,8,0.01,11.14504291,64,322,26.8,12,63,3.79,64,1.2,8.9,8.7,0.476,7.1,3322616,1418.940825
"Mauritania",2008,"Developing",61.4,217,8,0.02,61.76263795,74,4,26.1,12,73,3.23,74,1.3,9.2,8.9,0.475,7.2,3233336,1610.236957
"Mauritania",2007,"Developing",61.2,219,8,0.02,7.35400072,74,11,25.5,12,75,3.54,75,1.3,9.4,9.1,0.475,7.4,3153508,1378.215121
"Mauritania",2006,"Developing",69,221,8,0.01,55.79836969,68,22,24.8,12,68,3.21,68,1.3,9.6,9.4,0.466,7.2,3081229,1272.082434
"Mauritania",2005,"Developing",66,223,8,0.01,55.12187071,42,127,24.2,12,71,4.21,71,1.3,9.8,9.6,0.461,7.2,3012360,974.6575859
"Mauritania",2004,"Developing",64,224,8,0.01,5.00378288,68,5039,23.6,12,68,4.7,7,1.3,1,9.8,0.451,6.7,2946575,801.7786831
"Mauritania",2003,"Developing",63,226,8,0.01,29.65370899,68,3611,22.9,12,75,4.53,76,1.3,1.3,1.1,0.447,6.6,2883326,711.3824822
"Mauritania",2002,"Developing",62,228,7,0.02,4.113190741,68,883,22.3,12,91,5.31,89,1.2,1.5,1.3,0.446,6.5,2821703,629.7819094
"Mauritania",2001,"Developing",61,229,7,0.01,28.782245,68,1398,21.7,12,75,4.34,75,1.2,1.7,1.5,0.444,6.5,2761823,632.21415
"Mauritania",2000,"Developing",60,23,7,0.03,8.594570232,68,0,21.1,11,58,5.26,51,1.1,1.9,1.7,0.443,6.4,2695003,660.3038518
"Mauritius",2015,"Developing",74.6,146,0,3.24,0,97,0,33.3,0,98,4.47,97,0.1,6.9,6.8,0.779,15.2,1262879,9507.871337
"Mauritius",2014,"Developing",74.2,148,0,0.01,115.2784282,97,0,32.8,0,98,4.81,97,0.1,7,6.9,0.769,14.7,1261208,10366.35519
"Mauritius",2013,"Developing",74.1,147,0,0.01,917.467628,98,0,32.3,0,98,4.82,98,0.1,7,7,0.765,14.7,1258927,9764.644025
"Mauritius",2012,"Developing",73.9,154,0,0.01,915.1859205,98,0,31.8,0,98,4.76,98,0.1,7.1,7,0.756,14.3,1255882,9291.236379
"Mauritius",2011,"Developing",73.6,158,0,3.03,918.807245,98,2,31.3,0,98,5.2,98,0.1,7.1,7.1,0.748,14.1,1252404,9197.042991
"Mauritius",2010,"Developing",73.3,163,0,2.95,0.108055973,99,12,3.7,0,99,5.29,99,0.2,7.2,7.2,0.74,14,1250400,8000.376432
"Mauritius",2009,"Developing",72.8,166,0,2.83,624.2361828,99,15,3.2,0,99,4.97,99,0.1,7.3,7.3,0.734,13.8,1247429,7318.12641
"Mauritius",2008,"Developing",72.7,166,0,2.49,6.6489825,99,12,29.7,0,99,4.6,99,0.1,7.4,7.3,0.728,13.6,1244121,8030.052422
"Mauritius",2007,"Developing",72.9,161,0,3.24,582.5143743,97,13,29.1,0,96,4.24,97,0.1,7.5,7.4,0.72,13.5,1239630,6574.663524
"Mauritius",2006,"Developing",71.8,165,0,3.73,502.3844946,97,3,28.6,0,98,4.38,97,0.1,7.6,7.5,0.713,13.4,1233996,5695.975315
"Mauritius",2005,"Developing",72.1,168,0,3.94,479.9234077,97,7,28,0,97,4.47,97,0.1,7.7,7.6,0.704,13,1228254,5282.900051
"Mauritius",2004,"Developing",71.9,168,0,4.16,509.3899943,98,28,27.5,0,98,4.29,98,0.1,7.8,7.7,0.696,12.8,1221003,5388.062518
"Mauritius",2003,"Developing",71.5,174,0,4.08,407.779262,97,777,26.9,0,99,4.15,99,0.1,7.9,7.8,0.687,12.6,1213370,4793.722474
"Mauritius",2002,"Developing",71.5,179,0,4.14,369.6317105,88,0,26.4,0,88,4.24,88,0.1,7.9,7.9,0.683,12.5,1204621,4018.948897
"Mauritius",2001,"Developing",71.5,177,0,4.38,70.15536981,92,0,25.8,0,93,3.87,92,0.1,8,8,0.673,12.2,1196287,3856.630743
"Mauritius",2000,"Developing",71,177,0,4.6,336.3213326,88,0,25.3,0,88,3.78,88,0.1,8.1,8.1,0.667,12.1,1186873,3929.081732
"Mexico",2015,"Developing",76.7,122,30,5.21,0,82,0,63.5,35,87,6.21,87,0.1,1.5,1.5,0.758,13.3,120149897,9753.400562
"Mexico",2014,"Developing",76.6,122,31,5.26,168.173753,84,3,62.8,36,87,6.3,87,0.1,1.6,1.5,0.754,13.1,118755887,11076.13411
"Mexico",2013,"Developing",76.6,12,32,5.23,150.408875,82,0,62.1,37,83,6.3,83,0.1,1.6,1.5,0.753,12.9,117290686,10865.68729
"Mexico",2012,"Developing",76.3,123,33,5.29,112.696486,99,0,61.5,38,99,6.21,99,0.1,1.6,1.5,0.748,12.7,115755909,10376.0905
"Mexico",2011,"Developing",76.1,124,34,5.3,1117.196097,98,3,6.8,39,97,6.4,97,0.1,1.6,1.6,0.745,12.6,114150481,10341.50024
"Mexico",2010,"Developing",75.6,127,35,5.21,1033.039737,93,0,6.1,40,95,6.39,95,0.1,1.6,1.6,0.739,12.5,112532401,9399.964709
"Mexico",2009,"Developing",75.7,13,36,5.27,881.7364327,95,0,59.4,42,95,6.6,95,0.1,1.7,1.6,0.738,12.5,111049428,8104.922573
"Mexico",2008,"Developing",75.6,127,37,5.36,159.8772264,97,0,58.7,43,96,6.6,96,0.1,1.7,1.6,0.735,12.3,109684489,10119.82106
"Mexico",2007,"Developing",76,123,38,5.35,105.7476131,98,0,57.9,45,98,5.92,98,0.1,1.7,1.7,0.731,12.3,108302973,9719.927864
"Mexico",2006,"Developing",75.8,125,40,5.11,980.2537444,98,23,57.2,47,98,5.83,98,0.1,1.8,1.7,0.723,12.2,106886790,9125.387739
"Mexico",2005,"Developing",75.3,126,42,4.93,998.3498049,98,6,56.4,49,98,6.4,98,0.1,1.8,1.7,0.719,12.2,105442402,8321.859856
"Mexico",2004,"Developing",75.4,124,44,4.9,920.8284115,98,64,55.7,52,98,6.11,98,0.1,1.8,1.8,0.714,12.1,103945813,7525.487461
"Mexico",2003,"Developing",75,127,46,4.88,781.2062828,98,44,54.9,55,98,6.2,98,0.1,1.9,1.8,0.708,11.9,102429341,7120.372121
"Mexico",2002,"Developing",75,127,49,4.77,12.1859723,97,0,54.1,58,98,5.52,97,0.1,1.9,1.8,0.703,11.6,100917081,7650.931864
"Mexico",2001,"Developing",75,126,52,4.86,13.31109532,97,3,53.2,62,97,5.35,97,0.1,1.9,1.9,0.7,11.6,99394288,7613.142978
"Mexico",2000,"Developing",74.8,129,55,4.99,10.22840118,97,30,52.4,66,97,4.98,97,0.1,2,1.9,0.694,11.4,97873442,7232.910681
"Micronesia (Federated States of)",2015,"Developing",69.4,166,0,1.97,0,78,0,69.4,0,71,12.11,72,0.1,0.2,0.2,0.637,11.7,109462,2891.322103
"Micronesia (Federated States of)",2014,"Developing",69.4,164,0,1.58,0,81,140,68.7,0,76,13.71,77,0.1,0.2,0.2,0.639,11.7,109024,2928.448782
"Micronesia (Federated States of)",2013,"Developing",69.2,166,0,1.67,0,83,0,68.1,0,81,13.38,81,0.1,0.2,0.2,0.641,11.7,108609,2920.700863
"Micronesia (Federated States of)",2012,"Developing",69,168,0,2.98,0,82,0,67.5,0,81,12.77,81,0.1,0.2,0.2,0.64,11.7,108232,3023.585446
"Micronesia (Federated States of)",2011,"Developing",68.9,169,0,1.89,0,83,0,67,0,83,13.76,84,0.1,0.2,0.2,0.638,11.7,107887,2885.441249
"Micronesia (Federated States of)",2010,"Developing",68.7,171,0,1.76,0,88,0,66.4,0,85,13.83,85,0.1,0.2,0.2,0.633,11.5,107588,2760.01134
"Micronesia (Federated States of)",2009,"Developing",68.5,172,0,2.06,0,89,0,65.8,0,81,13.44,91,0.1,0.2,0.2,0.629,11.4,107868,2598.403604
"Micronesia (Federated States of)",2008,"Developing",68.4,174,0,1.97,0,89,0,65.2,0,88,12.94,85,0.1,0.2,0.2,0.628,11.2,108704,2420.749006
"Micronesia (Federated States of)",2007,"Developing",68.2,175,0,1.64,0,9,0,64.7,0,79,11.99,79,0.1,0.2,0.2,0.625,11,109532,2344.403462
"Micronesia (Federated States of)",2006,"Developing",68,176,0,1.73,0,84,0,64.1,0,81,11.92,67,0.1,0.2,0.2,0.622,10.9,110301,2298.636458
"Micronesia (Federated States of)",2005,"Developing",67.9,178,0,1.9,0,91,0,63.6,0,94,12.11,94,0.1,0.2,0.2,0.617,10.7,110940,2256.011357
"Micronesia (Federated States of)",2004,"Developing",67.7,179,0,2.02,0,8,0,63.2,0,82,1.64,78,0.1,0.2,0.2,0.616,10.5,111438,2155.78169
"Micronesia (Federated States of)",2003,"Developing",67.5,18,0,3.15,0,89,0,62.8,0,88,9.69,92,0.1,0.2,0.2,0.612,10.4,111805,2195.187156
"Micronesia (Federated States of)",2002,"Developing",66.2,21,0,2.78,0,85,0,62.4,0,84,8.2,84,0.1,0.2,0.2,0.608,10.2,111992,2165.48682
"Micronesia (Federated States of)",2001,"Developing",67.2,183,0,2.82,0,81,0,62,0,79,8.58,75,0.1,0.3,0.2,0.604,10.1,111948,2152.52528
"Micronesia (Federated States of)",2000,"Developing",67,185,0,2.23,0,87,0,61.5,0,85,7.88,85,0.1,0.3,0.3,0,0,111709,2088.209544
"Mongolia",2015,"Developing",68.8,222,1,2.75,0,99,20359,52.7,1,99,5.29,99,0.1,2.2,2.3,0.733,14.8,2964749,3919.351214
"Mongolia",2014,"Developing",68.4,225,1,0.01,281.0023992,99,0,51.5,1,99,4.73,99,0.1,2.2,2.3,0.729,14.8,2902823,4211.939435
"Mongolia",2013,"Developing",68.1,227,1,0.01,241.1958645,98,0,5.4,1,98,4.21,98,0.1,2.2,2.3,0.72,14.7,2845153,4422.300876
"Mongolia",2012,"Developing",67.8,231,1,0.01,253.8285861,99,0,49.2,2,99,4.22,99,0.1,2.2,2.3,0.712,14.7,2792349,4402.304523
"Mongolia",2011,"Developing",67.3,235,1,0.01,257.8403154,99,0,48,2,99,4.45,99,0.1,2.2,2.3,0.701,14.6,2743938,3793.743654
"Mongolia",2010,"Developing",66.3,25,1,5.8,22.31624272,96,7,46.9,2,96,4.7,96,0.1,2.2,2.3,0.693,14.3,2702520,2660.288176
"Mongolia",2009,"Developing",66.9,235,1,4.61,134.1678932,97,8,45.9,2,96,5.29,95,0.1,2.2,2.3,0.686,13.8,2666713,1718.914022
"Mongolia",2008,"Developing",67.4,225,2,4.26,181.0123284,96,31,44.9,2,95,5.58,96,0.1,2.2,2.3,0.673,13.4,2633887,2134.949833
"Mongolia",2007,"Developing",65.9,26,2,3.79,126.698109,98,12,43.9,2,99,5.6,95,0.1,2.2,2.4,0.661,13,2605643,1625.318473
"Mongolia",2006,"Developing",65,271,2,2.91,122.1206485,98,26,43,2,98,4.68,99,0.1,2.2,2.4,0.649,12.7,2581242,1322.640676
"Mongolia",2005,"Developing",64.5,274,2,2.75,98.68367951,98,0,42.1,2,99,5.9,99,0.1,2.3,2.4,0.637,11.8,2559255,986.0180411
"Mongolia",2004,"Developing",64,284,2,1.75,73.24150483,98,0,41.3,2,99,5.99,99,0.1,2.3,2.4,0.621,11.2,2537949,784.912072
"Mongolia",2003,"Developing",64,271,2,1.31,56.05686428,98,18,4.5,2,98,6.18,98,0.1,2.4,2.5,0.609,10.5,2516454,633.9465596
"Mongolia",2002,"Developing",63.8,263,2,2.43,55.60878216,98,1205,39.8,2,98,5.81,98,0.1,2.4,2.5,0.599,10.1,2494617,559.827709
"Mongolia",2001,"Developing",63.2,266,2,2.87,61.84921903,95,10677,39.1,3,95,5.45,95,0.1,2.5,2.6,0.588,9.4,2472601,512.81947
"Mongolia",2000,"Developing",62.8,274,2,2.79,56.431387,93,925,38.5,3,94,4.92,94,0.1,2.6,2.6,0.582,8.9,2450979,463.8538819
"Montenegro",2015,"Developing",76.1,16,0,0.01,0,82,0,61.8,0,89,7.25,89,0.1,1.8,1.8,0.804,15.1,622159,6517.189614
"Montenegro",2014,"Developing",75.9,17,0,0.01,726.0291764,87,0,61.3,0,91,6.42,91,0.1,1.8,1.9,0.803,15.1,621810,7387.871036
"Montenegro",2013,"Developing",75.8,19,0,0.01,707.144691,9,0,6.7,0,94,6.43,94,0.1,1.8,1.9,0.799,15.1,621207,7188.862445
"Montenegro",2012,"Developing",75.6,11,0,0.01,648.1331781,9,0,6.2,0,94,7.25,94,0.1,1.9,1.9,0.797,15.1,620601,6586.398684
"Montenegro",2011,"Developing",75.4,113,0,6.56,666.7374371,91,5,59.7,0,95,6.92,95,0.1,1.9,2,0.792,15.1,620079,7328.790465
"Montenegro",2010,"Developing",75.3,115,0,6.56,635.4849381,9,5,59.1,0,93,6.9,94,0.1,2,2,0.787,15,619428,6688.402684
"Montenegro",2009,"Developing",75,117,0,6.45,489.6818699,87,0,58.5,0,91,6.7,92,0.1,2,2.1,0.785,14.6,618294,6727.107767
"Montenegro",2008,"Developing",74.6,121,0,6.17,709.1311228,93,0,57.8,0,95,6.13,95,0.1,2.1,2.1,0.774,14.2,616969,7367.751909
"Montenegro",2007,"Developing",74.2,125,0,4.98,678.5188944,9,0,57.2,0,92,6.74,92,0.1,2.1,2.2,0.762,13.6,615875,5976.394145
"Montenegro",2006,"Developing",73.8,13,0,5.38,595.7306923,9,0,56.5,0,9,8.1,9,0.1,2.2,2.2,0.751,13.2,615025,4425.678873
"Montenegro",2005,"Developing",73.6,133,0,0.01,527.3076721,45.5,0,55.7,0,92.5,8.46,93,0.1,2.3,2.3,0.746,12.8,614261,3674.617924
"Montenegro",2004,"Developing",73.5,134,0,0.01,57.12190146,45.5,0,55,0,92.5,8.45,93,0.1,2.3,2.4,0.74,12.6,613353,3380.165121
"Montenegro",2003,"Developing",73.5,134,0,0.01,495.0782963,45.5,0,54.2,0,92.5,8.91,93,0.1,2.4,2.4,0,0,612267,2789.159065
"Montenegro",2002,"Developing",73.4,136,0,0.01,36.48024032,45.5,0,53.5,0,92.5,8.33,93,0.1,2.5,2.5,0,0,609828,2106.635068
"Montenegro",2001,"Developing",73.3,136,0,0.01,33.66981355,45.5,0,52.7,0,92.5,8.23,93,0.1,2.5,2.6,0,0,607389,1909.598702
"Montenegro",2000,"Developing",73,144,0,0.01,274.5472605,45.5,0,51.9,0,92.5,7.32,93,0.1,2.6,2.7,0,0,604950,1627.064997
"Morocco",2015,"Developing",74.3,95,17,0.54,0,99,17,58.5,20,99,5.48,99,0.1,6.4,6.2,0.645,12.1,34680458,3139.228271
"Morocco",2014,"Developing",74.1,96,18,0.43,198.7343495,99,10,57.5,21,99,5.91,99,0.1,6.4,6.2,0.64,12.1,34248603,3430.534668
"Morocco",2013,"Developing",73.9,97,18,0.45,179.8598949,99,92,56.5,21,99,5.94,99,0.1,6.4,6.2,0.634,12.1,33803527,3377.643555
"Morocco",2012,"Developing",73.6,99,19,0.55,19.15853732,99,668,55.5,22,99,6.15,99,0.1,6.3,6.2,0.623,11.6,33352169,3164.004639
"Morocco",2011,"Developing",73.3,14,19,0.54,22.0945504,98,982,54.6,22,98,5.99,99,0.1,6.3,6.2,0.612,11.2,32903699,3302.453125
"Morocco",2010,"Developing",72.8,11,20,0.56,183.6592186,98,633,53.6,23,99,5.86,99,0.1,6.3,6.2,0.603,10.7,32464865,3067.851807
"Morocco",2009,"Developing",72.3,116,20,0.62,188.2902861,98,834,52.7,23,99,5.67,99,0.1,6.4,6.2,0.596,10.5,32042877,3118.141602
"Morocco",2008,"Developing",71.8,123,21,0.51,171.3658969,97,1455,51.7,24,99,5.41,99,0.1,6.4,6.3,0.589,10.3,31634992,3180.170654
"Morocco",2007,"Developing",71.4,128,21,0.56,157.6431445,95,2248,5.8,25,95,5.48,95,0.1,6.4,6.3,0.581,10,31232633,2751.42334
"Morocco",2006,"Developing",71,133,22,0.58,127.7632005,95,1217,49.9,25,97,5.23,97,0.1,6.4,6.3,0.575,10,30833022,2433.212646
"Morocco",2005,"Developing",77,137,22,0.47,9.469371264,96,0,49.1,26,98,5.6,98,0.1,6.5,6.3,0.569,9.8,30431902,2237.576172
"Morocco",2004,"Developing",72,142,23,0.56,100.3638322,95,6399,48.2,27,97,5.22,97,0.1,6.5,6.4,0.561,9.6,30033125,2177.798828
"Morocco",2003,"Developing",69.9,146,24,0.58,88.16506179,9,10841,47.3,28,91,5.25,91,0.1,6.6,6.4,0.551,9.3,29661270,1936.090088
"Morocco",2002,"Developing",69.5,15,25,0.46,66.72933871,92,6000,46.5,29,94,5.31,94,0.1,6.6,6.5,0.54,8.8,29301817,1590.487305
"Morocco",2001,"Developing",69,155,26,0.46,71.11645,84,2724,45.7,30,93,4.44,96,0.1,6.7,6.5,0.53,8.5,28930097,1500.363403
"Morocco",2000,"Developing",68.6,16,27,0.45,63.42140024,43,7368,44.8,32,95,4.18,95,0.1,6.7,6.6,0.519,8,28554415,1492.377075
"Mozambique",2015,"Developing",57.6,355,60,1.19,0,8,79,22.6,81,8,5.91,8,3.9,3.6,3.5,0.414,9.1,26843246,594.2269178
"Mozambique",2014,"Developing",56.7,375,61,0.01,54.91159475,79,9,22.2,84,79,6.98,79,4.1,3.6,3.5,0.409,9.1,26038704,680.3753004
"Mozambique",2013,"Developing",55.3,46,62,1.16,5.813338496,78,8,21.8,87,78,5.9,78,5.1,3.6,3.5,0.405,9.1,25251731,672.2039886
"Mozambique",2012,"Developing",54.8,48,64,1.19,49.90987221,76,145,21.3,90,73,5.58,76,6.9,3.6,3.5,0.4,9.2,24487611,667.7177895
